id,created_at,text,rt_count,fav_count
1439991267727925251,2021-09-20 16:34:06+00:00,"Ten years ago today, the repeal of Don’t Ask, Don’t Tell helped move our nation closer to its foundational promise of equality, dignity, and opportunity for all. I am thankful for all of the LGBTQ+ service members and veterans who strengthen our military and our nation.",4828,35802
1439949022266015749,2021-09-20 13:46:14+00:00,"We have the tools to put this pandemic behind us, but we all have to do our part. If you haven’t yet, please get vaccinated. And if you’ve gotten vaccinated, reach out to family and friends who haven’t.   Let’s finish this once and for all.",8278,53217
1439650502757736448,2021-09-19 18:00:01+00:00,We need to build an economy that gives working people a fair shot. We need to restore fairness to our tax code. We need to make long overdue investments in our infrastructure. We need to pass the Bipartisan Infrastructure Deal and my Build Back Better Agenda. https://t.co/WLhNfLDfMi,3891,24649
1439601674142760960,2021-09-19 14:46:00+00:00,For me it’s pretty simple: It’s about time working people got the tax breaks in this country.   That’s the Build Back Better Agenda.,8293,63918
1439289427432509440,2021-09-18 18:05:14+00:00,"My plan is very clear: we will not raise taxes on anyone making under $400,000 a year.   It’s only corporations and people making over $400,000 a year who will see their taxes go up.",11064,79406
1439258143897313281,2021-09-18 16:00:56+00:00,Big corporations and the super wealthy have to start paying their fair share.   It is long overdue.,11122,82306
1438982278730948614,2021-09-17 21:44:44+00:00,"My Build Back Better Agenda benefits ordinary, hardworking Americans — not those at the top.   It’s a historic middle class tax cut — cutting taxes for over 50 million families.",5260,34696
1438966795705233413,2021-09-17 20:43:13+00:00,"We’re facing an inflection point with the climate crisis — and the time to act is now. This morning, I reconvened the Major Economies Forum on Energy and Climate to discuss our progress here at home and how we can rally the world to tackle this crisis with the urgency it demands. https://t.co/jQjUKweBL8",1692,9849
1438902321916809220,2021-09-17 16:27:01+00:00,It’s time that working people in this country got the tax breaks for a change. https://t.co/9Govq8RYiJ,2108,12205
1438880204408172547,2021-09-17 14:59:08+00:00,"Today in this country, the top 1% evade an estimated $160 billion in taxes each year.   55 of the most profitable corporations in America pay zero dollars in federal income taxes on $40 billion in profit.   It just isn’t right — and my economic plan will change it.",7826,47197
