id,created_at,text,rt_count,fav_count,english
1229996499439742976,2020-02-19 05:09:52+00:00,"Devastating news out of Camp Hill. My heart goes out to the families and community going through this tragic time and the emergency responders confronting what would be a shattering scene. If you or anyone you know needs support, call Lifeline on 13 11 14. https://t.co/qJDieLMRiN",96,664,"Devastating news out of Camp Hill. My heart goes out to the families and community going through this tragic time and the emergency responders confronting what would be a shattering scene. If you or anyone you know needs support, call Lifeline on 13 11 14. https://t.co/qJDieLMRiN "
1229986234887364608,2020-02-19 04:29:05+00:00,"Excited to open the @AusSpaceAgency HQ in Adelaide today. Our space strategy is central to our Government’s plan to secure more jobs for Australians, with our goal to triple the size of the sector in Australia to $12 billion and add an extra 20,000 jobs by 2030. https://t.co/xBaVSfdZ93",100,584,"Excited to open the @AusSpaceAgency HQ in Adelaide today. Our space strategy is central to our Government’s plan to secure more jobs for Australians, with our goal to triple the size of the sector in Australia to $12 billion and add an extra 20,000 jobs by 2030. https://t.co/xBaVSfdZ93 "
1229600848914698240,2020-02-18 02:57:41+00:00,Our Government is fast-tracking $2 million funding to support Australia's best researchers to help develop a coronavirus vaccine ➡ https://t.co/U8EG2Aejay https://t.co/yjUM4XWqTQ,97,474,Our Government is fast-tracking $2 million funding to support Australia's best researchers to help develop a coronavirus vaccine ➡ https://t.co/U8EG2Aejay https://t.co/yjUM4XWqTQ 
1229318325294944256,2020-02-17 08:15:03+00:00,"Today we've agreed to bring home over 200 Australians on the Diamond Princess in Japan, with an assisted departure flight to get them back to Australia this Wednesday. Once home, they'll be quarantined and cared for just outside of Darwin for 14 days. https://t.co/9OAM5e5d7u",95,649,"Today we've agreed to bring home over 200 Australians on the Diamond Princess in Japan, with an assisted departure flight to get them back to Australia this Wednesday. Once home, they'll be quarantined and cared for just outside of Darwin for 14 days. https://t.co/9OAM5e5d7u "
1229303784586665984,2020-02-17 07:17:16+00:00,"Some positive news with the first group of over 200 Australian citizens and permanent residents we helped get out of Wuhan leaving Christmas Island today to head home after completing the quarantine period recommended by our health experts, without anyone developing Coronavirus. https://t.co/bGqLDAv9An",72,518,"Some positive news with the first group of over 200 Australian citizens and permanent residents we helped get out of Wuhan leaving Christmas Island today to head home after completing the quarantine period recommended by our health experts, without anyone developing Coronavirus. https://t.co/bGqLDAv9An "
1227743063788806147,2020-02-12 23:55:31+00:00,Great to catch up with @ABCaustralia Chair @ItaButtrose this morning. Joined also by Minister @PaulFletcherMP and ABC MD David Anderson. Rural and regional services were a key focus of our discussion. So pleased Ita took on this job. https://t.co/VaoXSAYcYX,65,463,Great to catch up with @ABCaustralia Chair @ItaButtrose this morning. Joined also by Minister @PaulFletcherMP and ABC MD David Anderson. Rural and regional services were a key focus of our discussion. So pleased Ita took on this job. https://t.co/VaoXSAYcYX 
1227398699631828992,2020-02-12 01:07:08+00:00,"Glad to hear you're okay, mate. Get better soon. https://t.co/pxwqL9jNSk",24,242,"Glad to hear you're okay, mate. Get better soon. https://t.co/pxwqL9jNSk "
1226787361989677057,2020-02-10 08:37:54+00:00,Some great news. Thank you to all those who’ve been involved in fighting these fires. https://t.co/WTnZsDlvTC,187,1285,Some great news. Thank you to all those who’ve been involved in fighting these fires. https://t.co/WTnZsDlvTC 
1226356361589510144,2020-02-09 04:05:15+00:00,Wonderful to welcome our good friend and great neighbour President @jokowi from Indonesia. After lunch the Governor-General took the President on a Roo tour where we spotted quite a few. We’ll be catching up for an informal dinner tonight before official engagements tomorrow. https://t.co/UV8U96ucWV,246,2825,Wonderful to welcome our good friend and great neighbour President @jokowi from Indonesia. After lunch the Governor-General took the President on a Roo tour where we spotted quite a few. We’ll be catching up for an informal dinner tonight before official engagements tomorrow. https://t.co/UV8U96ucWV 
1225960960273178624,2020-02-08 01:54:04+00:00,.@A_Sinodinos will be a fantastic Ambassador to the US. The US and @realDonaldTrump are great mates to Australia. https://t.co/eI3o1zkNPJ,133,1004,.@A_Sinodinos will be a fantastic Ambassador to the US. The US and @realDonaldTrump are great mates to Australia. https://t.co/eI3o1zkNPJ 
1225238055499358209,2020-02-06 02:01:30+00:00,A further 36 Australian citizens and residents who were on the Air New Zealand flight out of Wuhan have now arrived safely on Christmas Island. Thank you to all those who were involved in this operation.,52,492,A further 36 Australian citizens and residents who were on the Air New Zealand flight out of Wuhan have now arrived safely on Christmas Island. Thank you to all those who were involved in this operation. 
1225216051299766272,2020-02-06 00:34:04+00:00,Caught up with @AlanJones on @2GB873 today to discuss our ongoing response to Coronavirus to keep Australians safe and our announcement of a rolling Commission into veteran suicide and causes to help save lives. #Listen to the full interview ⬇ https://t.co/7uOv0WhQ8D,66,415,Caught up with @AlanJones on @2GB873 today to discuss our ongoing response to Coronavirus to keep Australians safe and our announcement of a rolling Commission into veteran suicide and causes to help save lives. #Listen to the full interview ⬇ https://t.co/7uOv0WhQ8D 
1224908157782089729,2020-02-05 04:10:37+00:00,One of the heart-breaking things about the devastating bushfires has been the toll they've taken on our beloved native wildlife. Today I met with the Threatened Species Commissioner &amp; the Environment Minister to get an update on efforts to protect &amp; treat injured wildlife. https://t.co/OdisVzJcfX,60,431,One of the heart-breaking things about the devastating bushfires has been the toll they've taken on our beloved native wildlife. Today I met with the Threatened Species Commissioner &amp; the Environment Minister to get an update on efforts to protect &amp; treat injured wildlife. https://t.co/OdisVzJcfX 
1224805555253862400,2020-02-04 21:22:54+00:00,Our veterans and all serving men and women protect our community and our freedoms. It is our duty to do the same for them. https://t.co/LUxeMOcJHu,50,258,Our veterans and all serving men and women protect our community and our freedoms. It is our duty to do the same for them. https://t.co/LUxeMOcJHu 
1224761555197157376,2020-02-04 18:28:04+00:00,We need to do more than a Royal Commission that looks at the past. That’s why we’re establishing a national and permanent rolling Commission into veteran suicide and its prevention with the full powers of a Royal Commission. https://t.co/I7M5XVrLqz,60,359,We need to do more than a Royal Commission that looks at the past. That’s why we’re establishing a national and permanent rolling Commission into veteran suicide and its prevention with the full powers of a Royal Commission. https://t.co/I7M5XVrLqz 
1224612365884260353,2020-02-04 08:35:14+00:00,"Today on #WorldCancerDay, we acknowledge all those who are in the fight of their lives and remember those who lost their battle. Our Government is committed to ensuring Australians get access to the best cancer medicines, treatments and care. https://t.co/fhg8VIpQkK",34,222,"Today on #WorldCancerDay, we acknowledge all those who are in the fight of their lives and remember those who lost their battle. Our Government is committed to ensuring Australians get access to the best cancer medicines, treatments and care. https://t.co/fhg8VIpQkK "
1224569360586379264,2020-02-04 05:44:21+00:00,"Today we gather to mourn, honour and reflect on the Black Summer that continues. We also give thanks for the selflessness, courage, sacrifice and generosity that met these fires time and again, and continue to. #Watch my full speech https://t.co/ptXuesfKqX https://t.co/7Vxb9NeWSi",92,534,"Today we gather to mourn, honour and reflect on the Black Summer that continues. We also give thanks for the selflessness, courage, sacrifice and generosity that met these fires time and again, and continue to. #Watch my full speech https://t.co/ptXuesfKqX https://t.co/7Vxb9NeWSi "
1224533909888569344,2020-02-04 03:23:29+00:00,"Today, I've written to the Premiers and Chief Minister to seek their feedback on draft terms of reference for a Royal Commission into National Natural Disaster Arrangements, following the terrible bushfires.",79,490,"Today, I've written to the Premiers and Chief Minister to seek their feedback on draft terms of reference for a Royal Commission into National Natural Disaster Arrangements, following the terrible bushfires. "
1224489041057312768,2020-02-04 00:25:11+00:00,All Australians who were on our flight out of Wuhan have arrived safely. 241 have now been transferred to Christmas Island and are being well looked after. A pregnant woman and her partner have been transferred to Perth and are in isolation there.,98,687,All Australians who were on our flight out of Wuhan have arrived safely. 241 have now been transferred to Christmas Island and are being well looked after. A pregnant woman and her partner have been transferred to Perth and are in isolation there. 
1223010244697083904,2020-01-30 22:28:59+00:00,"Today NSW Premier @GladysB and I signed a landmark agreement between our two governments to lower power prices, reduce emissions and get more gas into our energy supply.  On Wednesday I said we need to get the gas and today we have announced a landmark agreement to get the gas. https://t.co/Q55UavOlEa",124,882,"Today NSW Premier @GladysB and I signed a landmark agreement between our two governments to lower power prices, reduce emissions and get more gas into our energy supply.  On Wednesday I said we need to get the gas and today we have announced a landmark agreement to get the gas. https://t.co/Q55UavOlEa "
1222465259975344129,2020-01-29 10:23:24+00:00,A beautiful story to emerge from the devastating bushfires. https://t.co/1AQZyPGWK1,105,823,A beautiful story to emerge from the devastating bushfires. https://t.co/1AQZyPGWK1 
1222097333019561990,2020-01-28 10:01:24+00:00,Please remember to keep updated on the current emergency warnings for #Canberra and stay safe.  https://t.co/mC82R4IHZH,44,332,Please remember to keep updated on the current emergency warnings for #Canberra and stay safe.  https://t.co/mC82R4IHZH 
1221591783605334016,2020-01-27 00:32:31+00:00,"The Holocaust is one of the darkest chapters in all of human history, a story of despicable inhumanity that must never be forgotten or diminished by the passing of time.   That is why we will remember – today, tomorrow and always. https://t.co/h4Rr1B3hmw",266,1520,"The Holocaust is one of the darkest chapters in all of human history, a story of despicable inhumanity that must never be forgotten or diminished by the passing of time.   That is why we will remember – today, tomorrow and always. https://t.co/h4Rr1B3hmw "
1221246142312144896,2020-01-26 01:39:04+00:00,Today Abbey &amp; Lily joined me to lay a wreath at our National Emergency Services Memorial to thank all those giving so much in response to the terrible natural disasters that have impacted our nation. We also remember the brave firefighters who lost their lives fighting the fires. https://t.co/S8zBrDfUt8,113,1090,Today Abbey &amp; Lily joined me to lay a wreath at our National Emergency Services Memorial to thank all those giving so much in response to the terrible natural disasters that have impacted our nation. We also remember the brave firefighters who lost their lives fighting the fires. https://t.co/S8zBrDfUt8 
1221201792265908224,2020-01-25 22:42:50+00:00,"Despite the many challenges we face, especially the terrible bushfires, the drought &amp; the floods, today is when we can reflect upon &amp; celebrate our great nation. Today we can all come together as one &amp; give thanks for being Australian. Happy Australia Day! https://t.co/OL9EsYazgG",251,1836,"Despite the many challenges we face, especially the terrible bushfires, the drought &amp; the floods, today is when we can reflect upon &amp; celebrate our great nation. Today we can all come together as one &amp; give thanks for being Australian. Happy Australia Day! https://t.co/OL9EsYazgG "
1221191420465184768,2020-01-25 22:01:37+00:00,We will formally recognise and honour our brave emergency service personnel and volunteers who have given significant service to fighting these terrible bushfires with a National Emergency Medal. https://t.co/D1vsAIOOoc,74,483,We will formally recognise and honour our brave emergency service personnel and volunteers who have given significant service to fighting these terrible bushfires with a National Emergency Medal. https://t.co/D1vsAIOOoc 
1221043947889315841,2020-01-25 12:15:37+00:00,Congratulations to the 2020 Australian of the Year Dr James Muecke. His passionate and selfless commitment to preventing blindness and tackling diabetes here at home and around the world is changing lives. You are a true inspiration.  #AusoftheYear https://t.co/EJVYiddA9J,59,489,Congratulations to the 2020 Australian of the Year Dr James Muecke. His passionate and selfless commitment to preventing blindness and tackling diabetes here at home and around the world is changing lives. You are a true inspiration.  #AusoftheYear https://t.co/EJVYiddA9J 
1220964900526161920,2020-01-25 07:01:31+00:00,These terrible bushfires have taken a big toll on Australia but it’s heart-warming to see how Australians are coming together to support and help each other get through. Australia really is the best place in the world to live. https://t.co/ylukLwYA9V,122,722,These terrible bushfires have taken a big toll on Australia but it’s heart-warming to see how Australians are coming together to support and help each other get through. Australia really is the best place in the world to live. https://t.co/ylukLwYA9V 
1220950159086911493,2020-01-25 06:02:56+00:00,Update on Coronavirus ⬇️ https://t.co/Ol8DRQtVQJ,151,464,Update on Coronavirus ⬇️ https://t.co/Ol8DRQtVQJ 
1220475866263646209,2020-01-23 22:38:16+00:00,"On behalf of the Australian people, I express our deepest condolences on the tragic loss of 3 US firefighters in yesterday's Large Air Tanker crash that occurred while they were fighting the terrible Australian #bushfires.",151,1109,"On behalf of the Australian people, I express our deepest condolences on the tragic loss of 3 US firefighters in yesterday's Large Air Tanker crash that occurred while they were fighting the terrible Australian #bushfires. "
1220225906775486464,2020-01-23 06:05:01+00:00,"Deeply saddened to learn of the death of 3 people in the crash of a C130 fire fighting aircraft, north east of Cooma in NSW earlier today. My deepest condolences to the loved ones, friends and colleagues of those who have lost their lives. Such a terrible tragedy.",264,2575,"Deeply saddened to learn of the death of 3 people in the crash of a C130 fire fighting aircraft, north east of Cooma in NSW earlier today. My deepest condolences to the loved ones, friends and colleagues of those who have lost their lives. Such a terrible tragedy. "
1220183743639343104,2020-01-23 03:17:29+00:00,"Good news that 28,900 new jobs were created last month, bringing the number of jobs created since we came into government to over 1.5 million. The unemployment rate is at 5.1% and the level is now lower than at the 2019, 2016 and 2013 election.",197,1661,"Good news that 28,900 new jobs were created last month, bringing the number of jobs created since we came into government to over 1.5 million. The unemployment rate is at 5.1% and the level is now lower than at the 2019, 2016 and 2013 election. "
1219835976945504256,2020-01-22 04:15:35+00:00,Thank you. Thank you so much to all our friends who have stepped up to help us in our time of need. https://t.co/XoUIGUtSdA,216,1249,Thank you. Thank you so much to all our friends who have stepped up to help us in our time of need. https://t.co/XoUIGUtSdA 
1219775608298692608,2020-01-22 00:15:42+00:00,"Update on coronavirus situation. I’m advised by the Chief Medical Officer the risk of transmission in Australia remains low, however the situation is evolving.",58,395,"Update on coronavirus situation. I’m advised by the Chief Medical Officer the risk of transmission in Australia remains low, however the situation is evolving. "
1219499072375017474,2020-01-21 05:56:50+00:00,"This afternoon I was briefed by the Chief Medical Officer Prof Brendan Murphy on the coronavirus detected in China’s Wuhan area. The CMO has advised that while the current risk level is low, precautions are being taken to protect Australians.",108,596,"This afternoon I was briefed by the Chief Medical Officer Prof Brendan Murphy on the coronavirus detected in China’s Wuhan area. The CMO has advised that while the current risk level is low, precautions are being taken to protect Australians. "
1219176429587333120,2020-01-20 08:34:46+00:00,"Congratulations to Peter Gutwein on being sworn in today as Tasmania’s new Premier, taking over from @WillHodgman. I have spoken to Peter today to wish him all the best.",34,389,"Congratulations to Peter Gutwein on being sworn in today as Tasmania’s new Premier, taking over from @WillHodgman. I have spoken to Peter today to wish him all the best. "
1219035938560475136,2020-01-19 23:16:31+00:00,"Small businesses in bushfire affected areas are doing it tough. Today we announced grants of $50,000 and a suite of other immediate measures to support them. Whatever it takes and whatever it costs, we’re going to help these regions to recover and rebuild. https://t.co/aTI9c3WZIM",111,757,"Small businesses in bushfire affected areas are doing it tough. Today we announced grants of $50,000 and a suite of other immediate measures to support them. Whatever it takes and whatever it costs, we’re going to help these regions to recover and rebuild. https://t.co/aTI9c3WZIM "
1218758113022504960,2020-01-19 04:52:32+00:00,"Tourism businesses, employees and fire-affected communities around the country will receive much needed support from the Government’s National Bushfire Recovery Fund, through our $76m tourism recovery package. This will help protect jobs, small businesses and local economies. https://t.co/ZortrVnoJ7",114,693,"Tourism businesses, employees and fire-affected communities around the country will receive much needed support from the Government’s National Bushfire Recovery Fund, through our $76m tourism recovery package. This will help protect jobs, small businesses and local economies. https://t.co/ZortrVnoJ7 "
1218691640153391104,2020-01-19 00:28:23+00:00,"A quick update on the deployment of our defence forces on Operation Bushfire Assist. 3,449 permanent ADF and 2,966 reservists are now directly supporting operations in NSW, Victoria, SA and Tasmania. https://t.co/QP4oFxC2ja",95,707,"A quick update on the deployment of our defence forces on Operation Bushfire Assist. 3,449 permanent ADF and 2,966 reservists are now directly supporting operations in NSW, Victoria, SA and Tasmania. https://t.co/QP4oFxC2ja "
1218322485738782721,2020-01-18 00:01:30+00:00,"A quick update. 46,877 claims for Federal Gov Disaster Recovery Payments have been paid, totalling $55.8m in assistance. This includes payments for 23,101 children. From Monday, an additional $400 will be paid to families for these children as many prepare to go back to school.",148,1178,"A quick update. 46,877 claims for Federal Gov Disaster Recovery Payments have been paid, totalling $55.8m in assistance. This includes payments for 23,101 children. From Monday, an additional $400 will be paid to families for these children as many prepare to go back to school. "
1217701175430017025,2020-01-16 06:52:38+00:00,"In times like this, when we’re seeing such devastation from these terrible bushfires, people turn to our amazing charities for help along with their governments. Today we met in Canberra with those charities to align what we’re doing &amp; ensure help is getting where it’s needed. https://t.co/ewlYmhKn1P",137,1203,"In times like this, when we’re seeing such devastation from these terrible bushfires, people turn to our amazing charities for help along with their governments. Today we met in Canberra with those charities to align what we’re doing &amp; ensure help is getting where it’s needed. https://t.co/ewlYmhKn1P "
1217377987433132032,2020-01-15 09:28:24+00:00,"We’re doubling bushfire disaster recovery payments for children, as part of the $58m package announced today to support  families and communities affected by the ongoing bushfire disaster https://t.co/VFJ1tpNeOw",107,790,"We’re doubling bushfire disaster recovery payments for children, as part of the $58m package announced today to support  families and communities affected by the ongoing bushfire disaster https://t.co/VFJ1tpNeOw "
1216975757328543744,2020-01-14 06:50:05+00:00,"Will Hodgman is a Tasmanian and Liberal legend. He has led an extraordinary turnaround in Tasmania and has set his state up for the future. As Australia’s senior Premier, he will be greatly missed around the COAG table where he made a tremendous contribution. https://t.co/yE3HI1NbPT",66,776,"Will Hodgman is a Tasmanian and Liberal legend. He has led an extraordinary turnaround in Tasmania and has set his state up for the future. As Australia’s senior Premier, he will be greatly missed around the COAG table where he made a tremendous contribution. https://t.co/yE3HI1NbPT "
1216178667077824512,2020-01-12 02:02:44+00:00,"These terrible bushfires have taken a traumatic emotional toll on our people. That’s why today we’re putting an initial $76 million into immediately providing more mental health support services to firefighters, emergency personnel, and others impacted by the ongoing disaster.",204,1773,"These terrible bushfires have taken a traumatic emotional toll on our people. That’s why today we’re putting an initial $76 million into immediately providing more mental health support services to firefighters, emergency personnel, and others impacted by the ongoing disaster. "
1215913301940436992,2020-01-11 08:28:16+00:00,"Tomorrow I’ll be appearing live on @abcnews for an in-depth discussion with @David_Speers on the national bushfire crisis. The broadcast is also being made available to other networks, including on radio. You can tune in from 8:30am.",211,1581,"Tomorrow I’ll be appearing live on @abcnews for an in-depth discussion with @David_Speers on the national bushfire crisis. The broadcast is also being made available to other networks, including on radio. You can tune in from 8:30am. "
1215518711269883904,2020-01-10 06:20:18+00:00,"Thank you Saudi Arabia for your heartfelt condolences and offer of assistance, and for all the generous offers of help from our international friends. https://t.co/Tiexfg7fMO",1204,2720,"Thank you Saudi Arabia for your heartfelt condolences and offer of assistance, and for all the generous offers of help from our international friends. https://t.co/Tiexfg7fMO "
1215507128313466882,2020-01-10 05:34:17+00:00,"We are deeply grateful for the support from our Pacific family, including PNG, Fiji, Vanuatu, Solomon Islands, Nauru &amp; Samoa to help us fight the ongoing #bushfires. Thanks to all governments &amp; people of the Pacific region who have sent heartfelt messages &amp; offers of assistance.",173,1532,"We are deeply grateful for the support from our Pacific family, including PNG, Fiji, Vanuatu, Solomon Islands, Nauru &amp; Samoa to help us fight the ongoing #bushfires. Thanks to all governments &amp; people of the Pacific region who have sent heartfelt messages &amp; offers of assistance. "
1215406073823158272,2020-01-09 22:52:43+00:00,Thank you to our US friends. https://t.co/nIUyUuRWF0,191,1437,Thank you to our US friends. https://t.co/nIUyUuRWF0 
1215405948925181952,2020-01-09 22:52:14+00:00,Thank you UAE for your condolences and offers of support. https://t.co/3isMWl5kid,149,531,Thank you UAE for your condolences and offers of support. https://t.co/3isMWl5kid 
1215362705176981504,2020-01-09 20:00:23+00:00,Stay alert. Stay informed. Listen to instructions and stay safe. https://t.co/NnWjJMFhBV,87,493,Stay alert. Stay informed. Listen to instructions and stay safe. https://t.co/NnWjJMFhBV 
1215217935586775041,2020-01-09 10:25:08+00:00,"Initial payments of $1 million will be made available immediately to 42 local councils most severely impacted by the current bushfire disaster. This is just the start of our support for local communities, in what we know will be a long recovery.",102,866,"Initial payments of $1 million will be made available immediately to 42 local councils most severely impacted by the current bushfire disaster. This is just the start of our support for local communities, in what we know will be a long recovery. "
1215213771309768704,2020-01-09 10:08:35+00:00,Awesome. Thanks and well done Tamsyn. https://t.co/RBYfTTYzwC,81,1010,Awesome. Thanks and well done Tamsyn. https://t.co/RBYfTTYzwC 
1215191020347916288,2020-01-09 08:38:11+00:00,Another example of the amazing spirit of Australia on display. Well done Will &amp; Jack. https://t.co/KB8ZDlJhYi,67,656,Another example of the amazing spirit of Australia on display. Well done Will &amp; Jack. https://t.co/KB8ZDlJhYi 
1214710850537152512,2020-01-08 00:50:09+00:00,https://t.co/SIJGHpidVc,303,1270,Https: // His. Co / Si JG h belt VC 
1214673652634927104,2020-01-07 22:22:20+00:00,Thank you @ClarenceHouse. Grateful to you and the Royal Family for your sympathies and support. https://t.co/bDZjMeXo4u,143,1031,Thank you @ClarenceHouse. Grateful to you and the Royal Family for your sympathies and support. https://t.co/bDZjMeXo4u 
1214671191870332930,2020-01-07 22:12:34+00:00,Thanks for the call from Polish Prime Minister Mateusz Morawiecki last night and for passing on your deep condolences and offers of support. https://t.co/hEiMG1ezt5,84,653,Thanks for the call from Polish Prime Minister Mateusz Morawiecki last night and for passing on your deep condolences and offers of support. https://t.co/hEiMG1ezt5 
1214373985988698112,2020-01-07 02:31:34+00:00,"Thanks for the call @realDonaldTrump and for your strong messages of sympathy, support and friendship for Australia during our terrible bushfire season. Thanks also to the American people for their many messages of support. Australia and the US are great mates.  ",5398,42591,"Thanks for the call @realDonaldTrump and for your strong messages of sympathy, support and friendship for Australia during our terrible bushfire season. Thanks also to the American people for their many messages of support. Australia and the US are great mates. "
1214366069915127808,2020-01-07 02:00:07+00:00,Thanks @BorisJohnson and also for the personal message overnight. Appreciate all the support - the UK is a great friend of Australia. https://t.co/VxwzyWvBli,542,3244,Thanks @BorisJohnson and also for the personal message overnight. Appreciate all the support - the UK is a great friend of Australia. https://t.co/VxwzyWvBli 
1214314679687794688,2020-01-06 22:35:55+00:00,Our ADF has also been helping to evacuate family pets from fire-affected communities along with their owners  https://t.co/aLPb6NizBl,126,1018,Our ADF has also been helping to evacuate family pets from fire-affected communities along with their owners  https://t.co/aLPb6NizBl 
1214300355107835904,2020-01-06 21:38:59+00:00,Great stuff. Well done. https://t.co/y29h3Dxwcr,82,691,Great stuff. Well done. https://t.co/y29h3Dxwcr 
1214049941103894530,2020-01-06 05:03:56+00:00,"Thank you to the US, Canada, NZ and Singapore, who are providing support to help us fight these terrible #bushfires, including firefighters, helicopters and troops. We deeply appreciate the many other international friends who have offered support.",374,3111,"Thank you to the US, Canada, NZ and Singapore, who are providing support to help us fight these terrible #bushfires, including firefighters, helicopters and troops. We deeply appreciate the many other international friends who have offered support. "
1214049184111661058,2020-01-06 05:00:56+00:00,Thank you @EmmanuelMacron and all our international friends who have reached out to offer their support and are providing assistance in our time of need. https://t.co/dbF3fZGodo,157,891,Thank you @EmmanuelMacron and all our international friends who have reached out to offer their support and are providing assistance in our time of need. https://t.co/dbF3fZGodo 
1214046859401912320,2020-01-06 04:51:41+00:00,Thank you @AusAirForce. Great job. https://t.co/MTLNBZJ9x3,56,647,Thank you @AusAirForce. Great job. https://t.co/MTLNBZJ9x3 
1214046016673988608,2020-01-06 04:48:20+00:00,"We're putting an initial $2 billion into a new bushfire recovery fund to ensure the families, farmers and business owners hit by these unprecedented #bushfires get the support they need as they recover.",225,1954,"We're putting an initial $2 billion into a new bushfire recovery fund to ensure the families, farmers and business owners hit by these unprecedented #bushfires get the support they need as they recover. "
1213741939805179904,2020-01-05 08:40:03+00:00,Great news. Great job. https://t.co/R0JCJw5mWP,168,1787,Great news. Great job. https://t.co/R0JCJw5mWP 
1213394231290515457,2020-01-04 09:38:23+00:00,Well done ADF and all those involved. https://t.co/M1AQiqmyA8,131,1233,Well done ADF and all those involved. https://t.co/M1AQiqmyA8 
1213368234738536448,2020-01-04 07:55:05+00:00,Thanks to the Australian Navy and all involved in this evacuation. The HMAS Choules is one of 3 navy ships we’ve deployed to assist with the bushfire response efforts. HMAS Adelaide is on its way from Sydney to join the effort. https://t.co/ORwy1Nl615,89,875,Thanks to the Australian Navy and all involved in this evacuation. The HMAS Choules is one of 3 navy ships we’ve deployed to assist with the bushfire response efforts. HMAS Adelaide is on its way from Sydney to join the effort. https://t.co/ORwy1Nl615 
1213362335802220550,2020-01-04 07:31:38+00:00,Swinging into action. https://t.co/MRFbkFk5wD,151,1290,Swinging into action. https://t.co/MRFbkFk5wD 
1213330419044638722,2020-01-04 05:24:49+00:00,"We’re putting more Defence Force boots on the ground, more planes in the sky, more ships to sea, and more trucks to roll in to support the bushfire fighting effort and recovery as part of our co-ordinated response to these terrible #bushfires https://t.co/UiOeYB2jnv",630,3480,"We’re putting more Defence Force boots on the ground, more planes in the sky, more ships to sea, and more trucks to roll in to support the bushfire fighting effort and recovery as part of our co-ordinated response to these terrible #bushfires https://t.co/UiOeYB2jnv "
1213037243935252483,2020-01-03 09:59:50+00:00,The next 24-48 hours are going to be incredibly difficult for bushfire conditions. Please listen to the evacuation messages and follow the instructions of authorities. https://t.co/wDVSNXL1QS,178,1093,The next 24-48 hours are going to be incredibly difficult for bushfire conditions. Please listen to the evacuation messages and follow the instructions of authorities. https://t.co/wDVSNXL1QS 
1213033568315686913,2020-01-03 09:45:14+00:00,Around 1000 people have been safely evacuated from Mallacoota today on board the HMAS Choules &amp; MV Sycamore following the Federal Government’s decision to deploy both vessels earlier this week to support the Victorian Gov’s efforts. Thanks to all those involved in this operation. https://t.co/isyrTs0IA2,239,1745,Around 1000 people have been safely evacuated from Mallacoota today on board the HMAS Choules &amp; MV Sycamore following the Federal Government’s decision to deploy both vessels earlier this week to support the Victorian Gov’s efforts. Thanks to all those involved in this operation. https://t.co/isyrTs0IA2 
1212504840426799104,2020-01-01 22:44:15+00:00,"This morning Jenny will join me as we remember and give thanks for the life and service of Geoff Keaton at his memorial with his partner Jess, his son Harvey and all his family and friends, especially those from the Horsley Park RFS Brigade.",114,1404,"This morning Jenny will join me as we remember and give thanks for the life and service of Geoff Keaton at his memorial with his partner Jess, his son Harvey and all his family and friends, especially those from the Horsley Park RFS Brigade. "
1211897352841121798,2019-12-31 06:30:19+00:00,"Our ADF is getting on with the job they have been engaged in for months now, supporting our firefighters. https://t.co/WsPWmRNWg7",97,637,"Our ADF is getting on with the job they have been engaged in for months now, supporting our firefighters. https://t.co/WsPWmRNWg7 "
1211873409597988866,2019-12-31 04:55:11+00:00,"This afternoon I have spoken with Victorian Premier @DanielAndrewsMP regarding the devastating fires in Victoria. Our Governments are working closely together, including our defence forces. Local MP @DarrenChesterMP  is also keeping us up to date with needs on the ground.",51,375,"This afternoon I have spoken with Victorian Premier @DanielAndrewsMP regarding the devastating fires in Victoria. Our Governments are working closely together, including our defence forces. Local MP @DarrenChesterMP  is also keeping us up to date with needs on the ground. "
1211873118899200003,2019-12-31 04:54:01+00:00,"Today, in response to the request from the Queensland Premier, I have authorised for payments of up to $6000 to be made to volunteer firefighters in Queensland where they have been called out for extended periods of service this fire season.",146,1073,"Today, in response to the request from the Queensland Premier, I have authorised for payments of up to $6000 to be made to volunteer firefighters in Queensland where they have been called out for extended periods of service this fire season. "
1211847114726068229,2019-12-31 03:10:41+00:00,"Federal Government, especially our Defence Forces, are working together with the Victorian Government to respond to Victorian bushfires. VIC CFA are leading the response. Premier @DanielAndrewsMP &amp; I are in regular contact. Reports of persons unaccounted for are very distressing.",130,689,"Federal Government, especially our Defence Forces, are working together with the Victorian Government to respond to Victorian bushfires. VIC CFA are leading the response. Premier @DanielAndrewsMP &amp; I are in regular contact. Reports of persons unaccounted for are very distressing. "
1211602515717812225,2019-12-30 10:58:44+00:00,Devastated at the terrible news of the loss of another volunteer firefighter and two others injured near Jingellic in southern NSW where a truck has rolled over. In a separate vehicle another firefighter has been injured.,100,741,Devastated at the terrible news of the loss of another volunteer firefighter and two others injured near Jingellic in southern NSW where a truck has rolled over. In a separate vehicle another firefighter has been injured. 
1211112927513571329,2019-12-29 02:33:17+00:00,"We’re backing our volunteer firefighters in by providing financial support of up to $6,000 each to those who are self-employed or work for small and medium businesses and have lost income because they've been fighting fires. https://t.co/1YsYRbAUiU",228,1790,"We’re backing our volunteer firefighters in by providing financial support of up to $6,000 each to those who are self-employed or work for small and medium businesses and have lost income because they've been fighting fires. https://t.co/1YsYRbAUiU "
